Recommendation ID,Recommendation Category,Implementation Group,"Aggregate Risk Level (Network Exposure, Data Level, RTO, Audience)",Recommendation Description,"Policy Defined - From No Policy, to Informal Policy to Fully Approved Policy","Control Implemented - From not implemented, to somewhat implemented, to fully implemented","Control Automated - From not automated, to partially automated, to fully automated","Control Reported - From not reported on, to partially reported on, to fully reported on",Assigned To,Validation Date,Notes/Evidence,CIS v8 Safeguards,NIST CSF Subcategories,Details
AI-APP-07,Layer 7: General Usage & AppSec Defense,IG 3,2-Medium,Integrate Dynamic Application Security Testing (DAST) into CI/CD,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Integrate Dynamic Application Security Testing (DAST) into CI/CD involves automating black-box security scans that test running applications from the outside-in. Unlike static analysis, DAST simulates real-world attacks (like SQL injection or XSS) on a deployed staging or ephemeral environment to identify runtime vulnerabilities, misconfigurations, and business logic flaws. By embedding these scans directly into the CI/CD pipeline, organizations can catch exploitable issues before code reaches production, creating a continuous security feedback loop.

Why AI Compounds Risk:
AI exacerbates the risk because AI coding assistants generate code at a velocity that traditional manual security reviews cannot sustain, leading to a massive increase in potential vulnerabilities. Furthermore, AI-generated code can introduce systematic risks and ""context gaps"" such as misunderstood authentication flows or prompt injection vulnerabilities that static tools often miss. Because AI allows for multiple daily deployments, traditional weekly or manual scans leave a significant window of time where unchecked, AI-generated vulnerabilities can be exploited in a live environment.

Examples:
1. Automate DAST scans as a non-blocking stage in an enterprise code repository's CI/CD pipeline that triggers immediately after code is successfully deployed to a dedicated staging environment.
2. Use API-first DAST tools to automatically scan OpenAPI or GraphQL schemas, ensuring that modern API endpoints are covered during every build or merge request.
3. Configure ""scan-in-scope"" tests for routine pull requests to maintain development speed, while reserving full, deep-dive DAST scans for nightly builds or pre-production deployment schedules."
AI-APP-08,Layer 7: General Usage & AppSec Defense,IG 3,2-Medium,Monitor 3rd-party connections via Cloud Application Security Broker (CASB),0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Detailed Explanation: This recommendation involves using a Cloud Application Security Broker (CASB) as an intermediary security enforcement point between an organization's users and cloud service providers. It works by discovering all third-party cloud applications in use (including shadow IT), classifying them based on risk and data sensitivity, and enforcing security policies like data loss prevention (DLP), encryption, and access control in real-time to protect corporate data and monitor user behavior.

Why AI Compounds Risk:
Why AI Exacerbates the Risk: AI increases risk because many third-party applications now embed ""shadow AI"" features without explicit disclosure, potentially leading to unauthorized data training on sensitive corporate information. Furthermore, the rapid evolution and automated decision-making of AI tools can create new vulnerabilities, such as model drift or data exfiltration, which traditional manual vendor assessments are too slow to detect or quantify.

Examples:
1. Use a CASB's auto-discovery and API-based scanning features to identify all unsanctioned AI-enabled third-party tools being used by employees and block those that do not meet the organization's risk profile.
2. Configure granular DLP policies within the CASB to prevent users from uploading files containing sensitive personal information or intellectual property to authorized third-party SaaS platforms.
3. Deploy an inline CASB proxy to monitor real-time traffic for anomalous behavior, such as a sudden surge in data downloads by an employee, and automatically trigger access restrictions to mitigate potential insider threats or compromised accounts."
AI-APP-09,Layer 7: General Usage & AppSec Defense,IG 3,3-Low,Scan your company's code repositories to automatically find and review code that was generated by AI.,0,0,0,0,,,,15.1,GV.SC,"Detailed Description:
Recommendation Explanation: This practice involves using automated tools to identify and analyze code snippets produced by AI assistants (like AI assistants or generative AI chatbots) within a company's version control systems. The goal is to ensure that AI-generated contributions undergo rigorous security vetting, architectural alignment, and quality checks equivalent to or stricter than human-written code.

Why AI Compounds Risk:
Why AI Exacerbates Risk: AI can rapidly generate large volumes of code that often appears syntactically correct but may contain ""hallucinated"" non-existent dependencies, insecure legacy patterns, or subtle logic errors that bypass traditional scanners. Furthermore, developers may suffer from overconfidence, accepting AI suggestions without full manual review, which can lead to a 10x increase in vulnerabilities shipped to production.

Examples:
1. Integrate AI-specific code review platforms into enterprise code repository workflows to automatically flag pull requests containing AI-generated logic and provide an independent layer of security analysis before merging.
2. Deploy semantic analysis tools such as semantic analysis or secure code review platforms to perform deep data-flow tracing on repositories, specifically looking for common AI-driven flaws like SQL injection or missing input validation in auto-generated endpoints.
3. Establish a ""Context-Aware"" auditing process using tools that index the entire codebase to detect if AI-generated snippets introduce ""architectural drift,"" such as swapping secure internal authentication libraries for generic, insecure alternatives."
AI-LLM-01,Layer 7: Internal LLMs & Agentics,IG 1,2-Medium,Put strict network filters around your internal AI models so hackers can't steal or copy the AI's core logic.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Strict network filtering for internal AI models involves creating a secure perimeter around the model's infrastructure to control access and prevent unauthorized extraction of its architecture, parameters, or weights. This includes using firewalls, API gateways, and air-gapped or isolated network segments to ensure that only authenticated and authorized users or systems can interact with the model, thereby protecting intellectual property from competitors or malicious actors.

Why AI Compounds Risk:
AI exacerbates this risk because models are susceptible to query-based extraction attacks where an adversary can systematically probe an API with thousands of prompts to reconstruct the model's internal logic. Furthermore, the high development costs and competitive value of proprietary models make them lucrative targets for model theft, which can be executed remotely through vulnerable network interfaces or APIs.

Examples:
1. Deploy an AI gateway to centralize security, enabling real-time anomaly detection, prompt moderation, and strict rate limiting to prevent high-volume query-based extraction attempts.
2. Utilize robust API access controls, such as OAuth or JWT, combined with IP-based filtering to ensure that only verified corporate applications and users can reach the model endpoints.
3. Segment the network to host internal AI models in isolated environments, using advanced network filters to block all outbound data transfers that do not match pre-defined, authorized patterns."
AI-LLM-02,Layer 7: Internal LLMs & Agentics,IG 1,3-Low,Put speed limits on AI agents so they don't get stuck in endless loops or crash internal systems.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Putting speed limits on AI agents involves implementing rate limiting and behavioral throttling to constrain the frequency and volume of requests an agent can make within a specific timeframe. This prevents agents from entering recursive loops, where they repeatedly execute the same faulty logic, or overwhelming infrastructure with high-velocity requests that can lead to system crashes or resource exhaustion.

Why AI Compounds Risk:
AI exacerbates this risk because agents operate at machine speed, capable of executing thousands of requests per second, which far exceeds human operational rhythms and traditional security monitoring capabilities. Furthermore, sophisticated AI can exhibit behavioral drift or execute coordinated, distributed activities that stay within standard fixed limits while still achieving a malicious or catastrophic aggregate impact.

Examples:
1. Implement sliding window rate limiting to continuously track requests over rolling time periods, preventing agents from exploiting fixed window boundaries to double their throughput.
2. Deploy behavioral throttling that applies graduated constraints (such as 25% to 75% rate reductions) based on the severity of detected anomalies, such as CPU consumption patterns inconsistent with the agent's declared function.
3. Utilize tools like distributed in-memory data stores and event streaming platforms for real-time behavioral scoring and sub-millisecond lookups to ensure consistent enforcement across multiple entry points in a corporate network."
AI-LLM-03,Layer 7: Internal LLMs & Agentics,IG 1,3-Low,Give AI agents only the bare minimum permissions needed to do their jobs.,0,0,0,0,,,,"6.1, 6.2",PR.AA,"Detailed Description:
Detailed Explanation: This recommendation refers to the Principle of Least Privilege (PoLP), a security model where AI agents are granted only the absolute minimum permissions necessary to perform a specific, legitimate task. Instead of providing broad ""administrative"" or ""superuser"" access, permissions are restricted by scope, time, and function to ensure that if an agent is compromised or malfunctions, the potential damage to the system is strictly limited.

Why AI Compounds Risk:
Why AI Exacerbates the Risk: AI agents can process data, make decisions, and execute actions across multiple systems at machine speed and scale, far exceeding human capabilities. Unlike traditional software with fixed workflows, AI agents reason and adapt at runtime, meaning a single over-privileged agent with a poorly phrased prompt or a malicious injection can cause systemic, tenant-wide damage or data exfiltration before a human administrator can intervene.

Examples:
1. Corporate Implementation Examples:
2. Granular Role-Based Access: Define specific roles for agents, such as a customer support bot having permissions only to read and comment on tickets (tickets:read, tickets:comment) while being strictly barred from accessing billing or financial databases.
3. Just-in-Time (JIT) Access: Replace permanent, standing permissions with short-lived tokens that are issued only when a task begins and automatically expire after a few minutes or upon task completion.
4. Human-in-the-Loop Overrides: Implement mandatory human approval checkpoints for high-risk or destructive operations, such as transferring funds above a certain threshold, modifying security settings, or deleting production data."
AI-LLM-04,Layer 7: Internal LLMs & Agentics,IG 1,3-Low,"Keep detailed records of everything AI agents do, including the prompts they receive and actions they take.",0,0,0,0,,,,8.1,DE.CM,"Detailed Description:
Detailed Explanation: This recommendation involves maintaining comprehensive audit trails of all AI agent activities, including the specific prompts received, the internal reasoning or decision-making steps taken, the tools invoked, and the final outputs or actions executed. These logs serve as a critical observability mechanism for monitoring performance, ensuring regulatory compliance, and facilitating rapid debugging when autonomous systems behave unexpectedly.

Why AI Compounds Risk:
Why AI Exacerbates Risk: Unlike traditional software that follows static, predictable code, AI agents are non-deterministic and can make autonomous, on-the-fly decisions in dynamic environments. This complexity creates ""invisible blind spots"" where a single user request can trigger dozens of interconnected tool calls and LLM prompts, making it nearly impossible to diagnose failures, detect bias, or identify security breaches without structured, granular records.

Examples:
1. Deploy a centralized log management platform that uses machine-readable formats (like JSON) to capture timestamps, user context, intent classification, and the full sequence of actions for every agent transaction.
2. Establish graduated logging levels—such as Basic, Detailed, and Audit—to balance operational needs with storage costs, ensuring that high-risk activities are documented with full decision trees and reasoning pathways.
3. Integrate real-time monitoring and alerting systems that scan agent logs for anomalies, such as attempts to access sensitive PII or unauthorized external data sharing, to trigger immediate remediation workflows."
AI-LLM-05,Layer 7: Internal LLMs & Agentics,IG 2,2-Medium,Test any fake (synthetic) or anonymized data to make sure hackers can't reverse-engineer it to find real people's identities.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Explanation: This recommendation emphasizes that synthetic or anonymized data is not inherently anonymous and may still contain patterns that allow for re-identification. Organizations must rigorously validate these datasets using privacy metrics and adversarial testing to ensure that sensitive information from the original records cannot be reconstructed or linked back to real individuals by malicious actors.

Why AI Compounds Risk:
AI Risk: AI models, particularly Large Language Models, can inadvertently memorize specific details from their training data rather than just learning general patterns. If these models are used to generate synthetic data without proper safeguards like differential privacy, they may replicate unique or rare data points that hackers can use to ""reverse-engineer"" and identify individuals in the source dataset.

Examples:
1. Conduct Membership Inference Attacks (MIAs) and Attribute Inference Attacks (AIAs) to determine if an attacker can identify whether a specific individual was part of the original training set or deduce sensitive hidden attributes.
2. Apply Differential Privacy (DP) techniques during the data generation process, which mathematically guarantees that the inclusion or exclusion of any single data point does not significantly change the output, effectively neutralizing re-identification risks.
3. Use the Distance to Closest Record (DCR) metric to measure the proximity between synthetic records and the original training data; if synthetic records are too close to real ones, they should be filtered out to prevent information leakage."
AI-LLM-06,Layer 7: Internal LLMs & Agentics,IG 2,2-Medium,"Ensure AI agents operate using the requesting user's own identity and access permissions (e.g., via OAuth/OIDC tokens) rather than relying on highly privileged, hard-coded service accounts or static API keys.",0,0,0,0,,,,"6.2, 6.8",PR.AA,"Detailed Description:
This recommendation advocates for authenticated delegation, where AI agents use short-lived, scoped tokens (like OAuth 2.1 with PKCE) linked to the specific human user's identity to ensure they only access data and systems the user is personally authorized to use. Moving away from static API keys or highly privileged service accounts prevents ""privilege escalation"" and ensures that every autonomous action is traceable to a specific human principal through a clear delegation chain.

Why AI Compounds Risk:
AI exacerbates security risks because agents operate at machine speed and can be non-deterministic, potentially taking unpredictable actions or triggering ""unbounded automation loops"" that a static service account wouldn't catch. Without user-bound identities, an agent's activity is indistinguishable from system-level actions, creating massive accountability gaps and a larger ""blast radius"" if an agent is manipulated via prompt injection to access sensitive data beyond its intended task.

Examples:
1. Implement an OAuth 2.0 On-Behalf-Of (OBO) flow for internal tools, where a customer support an AI assistant receives a delegated token to access a CRM only with the specific permissions of the logged-in representative.
2. Integrate the Model Context Protocol (MCP) with an OIDC-compliant authorization server to allow AI agents to dynamically discover tools and receive purpose-bound, short-lived credentials for specific administrative tasks.
3. Require ""out-of-band"" human authentication, such as a push notification or biometrics, before an AI agent can use a delegated token to execute high-risk financial transactions or infrastructure changes."
AI-LLM-07,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Automatically scan and clean up the text users send to AI to stop them from sharing too much sensitive information.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
This recommendation involves implementing automated tools to scan user prompts in real-time for sensitive data such as PII, financial details, or intellectual property, and then sanitizing that text through redaction, anonymization, or blocking before it reaches the AI model.

Why AI Compounds Risk:
AI exacerbates data exposure risks because models often ingest and store user inputs for future training, making sensitive information retrievable by others, and employees frequently use AI to process large volumes of data for efficiency without realizing the security trade-offs.

Examples:
1. Deploy an AI-driven Data Loss Prevention (DLP) gateway that sits between users and LLMs to automatically identify and redact sensitive patterns like Social Security numbers or API keys in flight.
2. Use semantic prompt detection tools to recognize the context of a query and block or flag interactions that attempt to share proprietary business logic or unreleased internal documents.
3. Implement enterprise-sanctioned AI platforms that integrate with existing cloud security tools to provide full audit logging and real-time user guidance when a policy violation is attempted."
AI-LLM-08,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Require a human to review and approve any important or risky actions taken by AI.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Explanation: This recommendation establishes a ""human-in-the-loop"" framework where automated systems cannot execute high-stakes decisions independently, ensuring accountability, ethical alignment, and error correction.

Why AI Compounds Risk:
Risk Exacerbation: AI can process data and execute actions at a scale and speed that outpaces manual oversight, meaning a single algorithmic error or biased model can cause widespread financial or reputational damage before detection.

Examples:
1. Require a senior manager to electronically sign off on AI-generated financial transactions or wire transfers exceeding a specific monetary threshold.
2. Mandate that HR professionals review and validate AI-shortlisted job candidates to ensure the selection process adheres to diversity and inclusion standards.
3. Implement a manual review step for AI-generated cybersecurity firewall rules before they are deployed to production environments to prevent accidental service outages."
AI-LLM-09,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Create strict 'allow-lists' so AI agents can only talk to approved websites or internal systems.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Explanation: This recommendation involves implementing a deny-by-default security posture where AI agents are restricted to interacting only with a pre-approved list of URLs, APIs, or internal databases. By defining these strict boundaries at the configuration or network level, organizations prevent agents from reaching unverified external sites or sensitive internal systems that are not required for their specific tasks. This ensures that even if an agent is compromised or receives a malicious command, its ability to exfiltrate data or access unauthorized resources is physically limited by the underlying infrastructure.

Why AI Compounds Risk:
Why AI Exacerbates Risk: Traditional automation follows predictable, hard-coded logic, whereas AI agents use natural language reasoning to autonomously decide which tools to use and which sites to visit. This autonomy makes them susceptible to indirect prompt injection, where an agent might read a malicious website or document containing hidden instructions that trick it into sending sensitive data to an attacker-controlled URL. Furthermore, because agents can process and move data at scale much faster than a human, an unrestricted agent could quietly leak massive amounts of proprietary information through forced URL loads or unauthorized API calls before the activity is detected.

Examples:
1. Tool-Level Scoping: Configure the agent framework to use scoped tool definitions where each tool (e.g., a web search tool or a database connector) has a hard-coded allow-list of permitted domains or tables, denying any request that falls outside those specific parameters.
2. Network Isolation and Sandboxing: Run AI agents within isolated containers or sandboxes that have egress filtering enabled at the network level, ensuring the agent can only establish connections to known corporate endpoints or verified third-party service providers.
3. Identity and Access Management (IAM): Register AI agents as distinct identities within the corporate IAM system, assigning them the minimum necessary permissions to access specific internal applications or websites only during required business hours or for specific approved use cases."
AI-LLM-10,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Thoroughly test and review the code and instructions for AI agents before letting them run in the real world.,0,0,0,0,,,,"16.1, 16.2","PR.DS, GV.SC","Detailed Description:
This recommendation emphasizes the necessity of a rigorous evaluation pipeline for AI agents, involving tracking components, applying specific metrics (like hit rate and task completion), and logging execution flows via LLM tracing to ensure agents behave consistently and fail gracefully before deployment.

Why AI Compounds Risk:
AI exacerbates risk because agents often operate with ""superuse"" privileges and autonomy, meaning a single flaw or compromised skill can lead to machine-speed data exfiltration, unauthorized system access, or chained vulnerabilities across an entire agent network without human oversight.

Examples:
1. Establish LLM tracing and observability using tools to monitor end-to-end execution traces and individual component spans during runtime.
2. Create a ""golden dataset"" of 20-50 diverse test cases, including edge cases and adversarial inputs, to benchmark agent performance and ensure consistency across model updates.
3. Implement a mix of 3-5 metrics, such as tool hit rates and success rates, supplemented by LLM-based evaluators to provide qualitative judgment on response helpfulness and coherence."
AI-LLM-11,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Continuously scan and classify sensitive company data so you know exactly what information AI tools might access.,0,0,0,0,,,,"3.1, 3.12","ID.AM, PR.DS","Detailed Description:
Explanation: This recommendation involves using automated tools to proactively identify, inventory, and label sensitive information—such as PII, financial records, and intellectual property—across all corporate storage environments. By maintaining a continuous scanning pipeline, organizations can ensure that data is categorized by sensitivity levels (e.g., Public, Internal, Confidential, Restricted) in real-time, allowing for the application of appropriate security controls and access boundaries before data is ingested or processed by AI systems.

Why AI Compounds Risk:
Why AI Exacerbates Risk: AI models, particularly Large Language Models, can inadvertently memorize and leak sensitive training data through their outputs, a phenomenon known as privacy leakage. Furthermore, AI systems often require vast amounts of data to function, which increases the likelihood of ""shadow data"" or ""dark data"" being ingested without proper oversight, potentially exposing trade secrets or regulated information to unauthorized users via simple natural language queries.

Examples:
1. Deploy automated data classification pipelines, such as a cloud provider DLP or a native data compliance solution, to scan cloud storage buckets and SharePoint sites on a recurring schedule to tag files containing sensitive information types like Social Security numbers or credit card data.
2. Integrate sensitive data monitoring solutions that use machine learning to identify unstructured data patterns (e.g., source code or legal agreements) and automatically apply digital tags or metadata that trigger Data Loss Prevention (DLP) actions, such as blocking the data from being uploaded to external Generative AI tools.
3. Establish a risk-based data governance framework that requires all new data assets to be classified at the point of creation, combined with periodic ""on-demand"" scans of legacy data repositories to identify and quarantine sensitive items that do not meet the security requirements for AI processing."
AI-LLM-12,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Put strict safety checks in place when letting AI talk directly to your company databases (like translating plain text into SQL queries).,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Implementing strict safety checks involves creating a layered defense to ensure that natural language prompts converted into SQL queries do not execute malicious commands, unauthorized data access, or destructive operations like dropping tables.

Why AI Compounds Risk:
AI exacerbates this risk by lowering the barrier to entry for attackers, allowing those without SQL knowledge to generate complex, database-specific injection payloads and bypass traditional security filters that look for manual SQL syntax.

Examples:
1. Use parameterized queries or prepared statements to ensure that any data generated by the LLM is treated strictly as a value rather than executable code.
2. Apply the principle of least privilege by connecting the AI to the database using a dedicated account with restricted, read-only access to specific views rather than raw base tables.
3. Implement human-in-the-loop or automated validation steps where generated SQL is inspected for high-risk keywords or structural anomalies before being executed on the live database."
AI-LLM-13,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,"Ensure that when AI tools talk to each other or use plugins, they prove who they are and only share the minimum necessary data.",0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Detailed Explanation: This recommendation emphasizes two pillars of secure interoperability for AI agents and plugins: identity verification and data minimization. First, every AI component must have a verifiable identity (authentication) to ensure that only authorized agents can initiate actions or access services. Second, once authenticated, these tools must adhere to the principle of least privilege, sharing only the specific data points required to complete a task (authorization), rather than providing broad access to underlying databases or user contexts.

Why AI Compounds Risk:
Why AI Exacerbates Risk: AI agents often operate autonomously and at high velocity, performing thousands of operations per minute which makes manual human oversight impossible. Unlike traditional software, AI is probabilistic and can be manipulated via prompt injection to perform ""excessive agency,"" where it might overshare sensitive data or call unauthorized APIs if strict, deterministic security boundaries and identity-linked scopes are not enforced.

Examples:
1. Deploy an OAuth 2.0 or 2.1 framework where every AI agent is registered as a unique non-human entity with short-lived, scoped access tokens. This ensures that if an agent needs to ""write to a calendar,"" its token is restricted to that specific action and cannot be used to ""delete files"" or ""read emails.""
2. Use an AI Gateway to centralize authentication and enforce strict schema validation. The gateway can intercept outgoing requests from an AI tool to a plugin, stripping out any PII (Personally Identifiable Information) or unnecessary metadata before the data reaches the external service.
3. Implement Fine-Grained Authorization (FGA) within RAG (Retrieval-Augmented Generation) pipelines. When a coordinator agent asks a retrieval plugin for information, the system should check the original user's identity claims against document metadata to ensure the agent only ""sees"" and ""shares"" the specific text chunks the user is legally permitted to access."
AI-LLM-14,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Set up alerts to notify security teams if an AI agent starts behaving unexpectedly or out-of-bounds.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
This recommendation involves implementing real-time monitoring and automated notification systems that trigger when an AI agent's actions deviate from established baselines or predefined safety boundaries. It focuses on detecting anomalies in tool usage, data access patterns, and reasoning steps to identify potential compromises, such as prompt injection or autonomous drift, before they result in significant data exfiltration or system damage.

Why AI Compounds Risk:
AI exacerbates this risk because agents possess a degree of non-deterministic autonomy and often hold high-level privileges to interact with internal APIs and sensitive databases. Unlike traditional software with coded paths, an agent's behavior changes based on runtime prompts, making malicious actions indistinguishable from normal operations to standard security tools that lack AI-aware behavioral analysis.

Examples:
1. Implement behavioral analytics to establish a baseline for normal tool invocation sequences and trigger an alert if an agent suddenly accesses a sensitive database or external API it rarely uses.
2. Set up threshold-based alerts for technical metrics such as a sudden spike in token consumption, high frequency of agent restarts, or a ""max iterations"" breach where an agent is stuck in a logic loop.
3. Integrate AI-aware runtime detection that reconstructs the causal chain of events, alerting security teams when a sequence of individually benign actions—like a RAG query followed by a tool call—indicates a developing ""escape chain"" attack."
AI-LLM-15,Layer 7: Internal LLMs & Agentics,IG 2,3-Low,Protect the specialized databases that feed knowledge to your AI (Vector Stores) with encryption and strict access rules.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Detailed Explanation: This recommendation focuses on securing vector databases, which store the mathematical representations (embeddings) of sensitive corporate data used by AI models. Protection involves implementing encryption at rest (using standards like AES-256) and in transit (via TLS 1.2+) to ensure data is unreadable if intercepted. Strict access rules, such as Role-Based Access Control (RBAC) and the principle of least privilege, ensure that only authorized services and personnel can query or modify these high-value data stores.

Why AI Compounds Risk:
Why AI Exacerbates Risk: AI transforms abstract vectors back into readable data through inversion attacks, where malicious actors use surrogate models to reconstruct the original sensitive text or images. Furthermore, the reliance on Retrieval-Augmented Generation (RAG) means that if a vector store is compromised or poisoned, the AI will confidently serve manipulated or leaked information directly to end-users, bypassing traditional document-level security.

Examples:
1. Deploy vector databases within a Private Virtual Cloud (VPC) and use fine-grained RBAC to restrict access so that only the specific AI application's service account can execute queries, while engineering access is limited to anonymized development environments.
2. Use an enterprise key management service to manage and rotate encryption keys for the vector store, ensuring that even administrators with database access cannot view the underlying embeddings without the proper cryptographic keys.
3. Enable comprehensive audit logging and automated monitoring to track every similarity search query, setting rate limits and alerts for anomalous patterns that might indicate a systematic attempt to exfiltrate or reverse-engineer the database content."
AI-LLM-16,Layer 7: Internal LLMs & Agentics,IG 3,3-Low,Regularly test internal AI systems by having security teams pretend to be hackers (Red Teaming) to find weak spots.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
AI red teaming is a structured, adversarial testing process where security teams simulate real-world attacks to identify vulnerabilities in AI models, data pipelines, and APIs before they can be exploited. This proactive approach goes beyond traditional software testing by focusing on the unique ways AI can misbehave, such as through prompt injection, data poisoning, or model evasion, to ensure the system is resilient and trustworthy.

Why AI Compounds Risk:
AI exacerbates cybersecurity risks because its probabilistic and open-ended nature introduces a larger, more complex attack surface that traditional security tools often miss. Unlike static code, AI systems can be manipulated through natural language (prompt injection), their learning process can be corrupted (data poisoning), and they may inadvertently leak sensitive training data or execute unauthorized actions when integrated with enterprise tools.

Examples:
1. Implement a policy for continuous automated red teaming by using ""red team LLMs"" to generate thousands of adversarial prompts at scale to test for jailbreaks and content policy violations.
2. Conduct manual red teaming exercises using diverse security experts to simulate sophisticated ""role-playing"" or ""encoding"" attacks that attempt to bypass safety guardrails and access restricted internal information.
3. Perform operational risk assessments on agentic AI by testing whether autonomous agents can be tricked into executing unauthorized financial transactions or database queries through conversational manipulation."
AI-LLM-17,Layer 7: Internal LLMs & Agentics,IG 3,3-Low,"Force AI tools that write or run code to do so in a secure, isolated bubble (sandbox) so they can't break anything on the network.",0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Detailed Explanation: Sandboxing creates a secure, isolated runtime environment where AI-generated code can execute without direct access to the host operating system, production databases, or internal networks. This isolation ensures that even if the AI generates malicious or buggy code, the impact is contained within a temporary ""bubble,"" preventing system-wide crashes, data exfiltration, or unauthorized lateral movement across the corporate infrastructure.

Why AI Compounds Risk:
Why AI Exacerbates Risk: Unlike human-written code that goes through peer review, AI models can generate billions of lines of code instantly that may contain hallucinations, unintentional vulnerabilities, or ""jailbroken"" malicious logic. Since AI agents often require autonomy to perform tasks, allowing them to execute code directly on application servers or local machines without isolation creates a high-speed vector for spreading malware, leaking secrets, or corrupting critical data at scale.

Examples:
1. Deploy ephemeral, container-based sandboxes using tools like container orchestration platforms with sandboxed runtimes to provide microVM isolation for every AI-generated task.
2. Integrate specialized AI execution APIs to run untrusted code in short-lived environments that automatically terminate after a task is completed.
3. Use WebAssembly (WASM) runtimes to execute AI-generated Python or JavaScript in a lightweight, browser-based or server-side sandbox that strictly limits filesystem and network access."
AI-LLM-18,Layer 7: Internal LLMs & Agentics,IG 3,3-Low,Keep different users' AI chats strictly separated so one person's data doesn't accidentally leak into another person's chat.,0,0,0,0,,,,16.1,PR.DS,"Detailed Description:
Explanation: This recommendation ensures that every user's interaction with an AI system is isolated within a secure, private session. By treating each conversation as a distinct instance mapped to a specific authenticated identity, organizations prevent cross-contamination where one person's sensitive inputs—such as proprietary code, financial data, or personal information—might be surfaced to another user through shared chat histories, system caches, or the model’s internal memory.

Why AI Compounds Risk:
Why AI Exacerbates the Risk:

Examples:
1. Data Training Loops: Many AI models use human inputs to improve and retrain themselves, meaning sensitive data shared by one user could potentially be generated as an answer for a different user in the future.
2. Context and Memory Features: Modern AI assistants often use persistent memory or long context windows to recall past interactions; without strict separation, these features can mistakenly retrieve and display private details from a separate user's session.
3. LLM Scope Violations: AI agents often have the ability to call external tools or databases; poor session management can lead to the AI unintentionally retrieving and leaking internal organizational data to unauthorized employees during a prompt.
4. Corporate Implementation Examples:
5. Unique Session Identifiers: Implement backend logic using unique identifiers (such as UUIDs) for every chat session to ensure that data retrieval requests are strictly bound to the authenticated user's ID and cannot be accessed by other sessions.
6. Enterprise Managed Environments: Utilize enterprise-tier AI subscriptions that offer administrative silos, ensuring that organizational data is isolated from the public model and that individual employee histories remain private within the company's tenant.
7. Robust Backend Security Rules: Configure cloud database permissions and security rules to require mandatory authentication for every data request, preventing ""authenticated user"" vulnerabilities where any logged-in person could potentially view the entire database of stored chats."
AI-LLM-19,Layer 7: Internal LLMs & Agentics,IG 3,3-Low,Keep a 'nutrition label' (Bill of Materials) for your AI models and verify that no one has tampered with their code or plugins.,0,0,0,0,,,,15.1,GV.SC,"Detailed Description:
This recommendation advises organizations to maintain an AI Bill of Materials (AIBOM), which is a machine-readable inventory of every dataset, model, and software component used in an AI system. It serves as a ""nutrition label"" to provide transparency into the system's ""ingredients,"" such as data provenance, model lineage, and third-party dependencies. This process ensures that the AI's code and plugins remain secure and uncorrupted by verifying their integrity throughout the development and deployment lifecycle.

Why AI Compounds Risk:
AI exacerbates security risks because it is not static software; it is a ""living"" system that evolves through retraining and depends on complex, often external, data pipelines. This complexity creates a larger attack surface where malicious actors can inject corrupted data (data poisoning) or manipulate model behavior through untrusted plugins and hidden dependencies, which traditional security tools may fail to detect.

Examples:
1. Use automated tools to generate and update AIBOMs within CI/CD pipelines to ensure the inventory reflects real-time changes in models and datasets.
2. Implement standardized profiles, such as SPDX 3.0, to document model architecture, licensing, and training data sources in a consistent, interoperable format.
3. Establish a formal governance framework that assigns clear ownership to MLOps and data science teams for monitoring ""trust ingredients,"" such as data deletion policies and human-in-the-loop oversight."
